payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Департамент ЖКГ,03365707,744180,"ТОВ ""УКРБІОРОСТ""",36954586,2021-11-23,"1216030;2240; за посл.з видал.дер. та корч.пнів на тер.м.Мик.за 11.21;Д.626від21.10.21ду1від21.10.21 рах.01 акт 01/626 від 16.11.21;ПДВ121030,00."
Департамент ЖКГ,03365707,747408,"ТОВ ""УКРБІОРОСТ""",36954586,2021-11-23,"1216030;2240; за посл.з видал.дер. та корч.пнів на тер.м.Мик.за 11.21;Д.626від21.10.21ду1від21.10.21 рах.02 акт 02/626 від 16.11.21;ПДВ124568,00."
Департамент ЖКГ,03365707,1169172,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-22,"1216030;2240;опл.пос.з видал.дерев та корч.пнів на тер.м.Мик.за 12.2021;Дог.№626 від 21.10.2021,ДУ1 від 21.10.21,рах.№3,акт№03/626 від 16.12.2021;ПДВ 194862,00."
Департамент ЖКГ,03365707,726240,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-22,"1216030;2240;опл.пос.з видал.дерев та корч.пнів на тер.м.Мик.за 12.2021;Дог.№626 від 21.10.2021,ДУ1 від 21.10.21,рах.№4,акт№04/626 від 16.12.2021;ПДВ 121040,00."
Департамент ЖКГ,03365707,743311.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№2,акт№2/808 від 22.12.2021;ПДВ 123885,30."
Департамент ЖКГ,03365707,152113.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№1,акт№1/808 від 21.12.2021;ПДВ 25352,30."
Департамент ЖКГ,03365707,1012574.4,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№3,акт№3/808 від 22.12.2021;ПДВ 168762,40."
