payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Центральний ВДВС у м.Миколаєві ПМУМ,35065742,15325.42,ДЕПАРТАМЕНТ ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПО,03365707,2021-12-16,"№ 915/1/20; 06.04.xxxx; Топор ОВ; №xxxx; Кошти за ВД, стягнуті на користь стягувача"
Департамент ЖКГ,03365707,4429.45,Департамент ЖКГ,03365707,2021-12-03,"1217310;3122;відр.на утр.від.технагл.за вик.роб.""Нове буд.світл.об.в м.Мик.по в.Малко-Терн.ріг в.А.Старова"";згідно звед.кошт.розрах.за11.21р.;БезПДВ."
Департамент ЖКГ,03365707,829.44,Департамент ЖКГ,03365707,2021-12-20,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.прибуд.терит. ж/б по вул.Колод.10 у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ
Департамент ЖКГ,03365707,501,Департамент ЖКГ,03365707,2021-12-20,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.двер.у ж/б по вул.Чкалова,82(п.1,2) у м.Мик;зг.зв.кошт.розрах.за 11.21.;Без ПДВ"
Департамент ЖКГ,03365707,2712.79,Департамент ЖКГ,03365707,2021-12-20,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем.ж/б по пр.Богоявл.53А у м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ.
Департамент ЖКГ,03365707,248.38,Департамент ЖКГ,03365707,2021-12-20,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.прибуд.терит. ж/б по вул.3 Слоб.28 у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ
Департамент ЖКГ,03365707,301,Департамент ЖКГ,03365707,2021-12-20,"1216011;2240;відрах.на утрим.від.техн.за посл.з пот.рем.ліф.у ж/б по в.Океанівська, 38А (п.2) у м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ."
Департамент ЖКГ,03365707,808.45,Департамент ЖКГ,03365707,2021-12-20,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.прибуд.терит. ж/б по вул.Колод.8 у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ
Департамент ЖКГ,03365707,293,Департамент ЖКГ,03365707,2021-12-20,"1216011;2240;відрах.на утрим.від.техн.за посл.з пот.рем.панд.ж/б по вул.Клодязна,5 п.2 у м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ."
Департамент ЖКГ,03365707,1439.17,Департамент ЖКГ,03365707,2021-12-20,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем.мер.електропост.ж/б по пр.Центр,22 у м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,324,Департамент ЖКГ,03365707,2021-12-20,"1216011;2240;відрах.на утр.від.тех.нагл.за посл.з пот.рем.ліф.ж/б  по в.Океанівська, 40 (п.2) у м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ."
Департамент ЖКГ,03365707,274,Департамент ЖКГ,03365707,2021-12-20,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.ліф.у ж/б по в.Айвазовського,11А (п.1) у м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ."
Департамент ЖКГ,03365707,879.33,Департамент ЖКГ,03365707,2021-12-20,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем.приб.тер.ж/б по вул.3Слоб.26у м.Мик;зг.зв.кошт.розрах.за 12.21;Без ПДВ.
Департамент ЖКГ,03365707,348.51,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Велика Морська в м.Мик.;згідно акту№124 від 13.12.21 за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,647.23,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Колодязна вздовж буд.№5-11 в м.Мик.;згідно акту№115від14.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,687.86,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Рибна в м.Мик.;згідно акту№123 від 13.12.21 за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,655.1,Департамент ЖКГ,03365707,2021-12-20,"1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Рюміна вздовж буд.№2,2А в м.Мик.;згідно акту№116від14.12.21за12.2021;Без ПДВ."
Департамент ЖКГ,03365707,376.8,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Глінки вздовж буд.№4-6 в м.Мик.;згідно акту№114від14.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,338.64,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Степна в м.Мик.;згідно акту№117від14.12.21за11.2021;Без ПДВ.
Департамент ЖКГ,03365707,521,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Приозерна в м.Мик.;згідно акту№122 від 13.12.21 за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,339.57,Департамент ЖКГ,03365707,2021-12-20,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Степна в м.Мик.;згідно акту№118від14.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,13342,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем.покр.ж/б по вул.Лазурна,52Б в м.Мик.Кориг.;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,6139,Департамент ЖКГ,03365707,2021-12-29,1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.кап.післяексп.рем.вузл.та обл.ліф.у ж/б по вул.Лазурна 4В (п.1)у м.Мик.;зг.зв.кошт.розрах.за 08.21;Без ПДВ.
Департамент ЖКГ,03365707,1128.79,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем.покр.багатокв.ж/б по вул.28Армії,4 в м.Мик.;зг.зв.кош.розрах.за 11.21;Без ПДВ."
Департамент ЖКГ,03365707,3411,Департамент ЖКГ,03365707,2021-12-29,1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.кап.післяексп.рем.вузл.та обл.ліф.у ж/б по вул.Океан.30п.3у м.Мик.;зг.зв.кош.розрах.за 12.21;Без ПДВ.
Департамент ЖКГ,03365707,4180,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.кап.післ.рем.вуз.та обл.ліф.у ж/б по вул.Лазур. 38Б(п1,2,3)у м.Мик;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,5544,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.післ.рем.вуз.та обл.ліф.у ж/б по вул.Лазур.36Б п.3,4 у м.Мик.;зг.зв.кошт.розрах.за 08.21;Без ПДВ."
Департамент ЖКГ,03365707,591.21,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем.ел.мер.багатокв.ж/б ОСББ ""Рак.ур. 71А""за адр.вул.Прив.,71А м.М.;зг.зв.кош.розр.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,9163,Департамент ЖКГ,03365707,2021-12-29,1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем.покр.ж/б по вул.Косм.104А у м.Мик.;зг.зв.кошт.розрах.за12.21;Без ПДВ.
Департамент ЖКГ,03365707,2758.62,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем.покр.багатокв.ж/б по вул.Чкалова,58 в м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ"
Департамент ЖКГ,03365707,10203.29,Департамент ЖКГ,03365707,2021-12-29,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем.покр.ж/б по вул.Лазурна,52 в м.Мик.Кориг.;зг.зв.кошт.розрах.за 11.21;Без ПДВ."
Департамент ЖКГ,03365707,24366,Департамент ЖКГ,03365707,2021-12-29,1217461;2240;відр.на утр.від.техн.за вик.посл.з поточного ремонту дороги по в.Пушк. від в.Потьомк. до в.В.Морська в м.Мик.;згід.звед.кошт.розр.за 12.21;БезПДВ.
Департамент ЖКГ,03365707,6817.98,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.технагл.за вик.посл.поточ.рем.тротуару по вул.Малко-Тернівській в м.Микол.;згід.звед.кош.розрах.за 12.2021;БезПДВ.
Департамент ЖКГ,03365707,3875.17,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.рем.тротуару по вул.Архітектора Старова в м.Микол.;згід.звед.кошт.розрах.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,740.1,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.тех.нагл.за пос.поточ.рем.благоустр.кола на розі пр.Гер.Укр.та в.Малко-Тирн.в м.Мик.;згід.звед.кошт.розр.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,890.47,Департамент ЖКГ,03365707,2021-12-29,"1216030;2240;відрах.на утрим.від.тех.нагл.за пос.пот.рем.плит.покр.на тер.пар.-пам.сад.-парк.мист.""Юних героїв""в м.Мик.;згід.звед.кошт.розр.за 12.2021;Без ПДВ."
Департамент ЖКГ,03365707,365.32,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.рем.підпір.стіни бульв.част.пр.Центр.на перех.з в.Ген.Карп.в м.Мик.;зг.звед.кошт.роз.за 11.2021;Без ПДВ.
Департамент ЖКГ,03365707,825,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.тех.нагл.за пос.пот.рем.об.благ.розт.на тер.скв.ім.68-и Десантників в Центр.рай.м.Мик.;згід.звед.кошт.розр.за 11.2021;Без ПДВ.
Департамент ЖКГ,03365707,20006.6,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.технагл.за вик.пос.поточ.рем.трот.по вул.Москов.від в.Дунаєва до в.Чкал.(пар.бік)в м.Мик.;згід.звед.кош.розр.за 11.2021;БезПДВ.
Департамент ЖКГ,03365707,1391.84,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відр.на утр.від.технагл.за вик.пос.пот.рем.об.бл.роз.на бул.час.пр.Центр.в м.М.(діл.між в.М.Мор.та в.Інж.)Дод.п.рем.;зг.зв.кош.роз.за 12.21;БезПДВ.
Департамент ЖКГ,03365707,650.96,Департамент ЖКГ,03365707,2021-12-29,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.рем.тротуару по вул.Малко-Тернівській в м.Микол.(Дод.роботи);згід.звед.кошт.розрах.за 12.2021;Без ПДВ.
ММВУВД ФССУ В МИКОЛАЇВСЬКІЙ ОБЛАСТІ,41416805,1114.84,ДЕПАРТАМЕНТ ЖКГ,03365707,2021-12-03,";;Допомога по ТВП КЕКВ xxxx; згідно заяви-розрахунка  №xxxx 22.10.xxxx р. зг. ЄР 190 ,ЗР 190  ;без ПДВ."
ММВУВД ФССУ В МИКОЛАЇВСЬКІЙ ОБЛАСТІ,41416805,11486.73,ДЕПАРТАМЕНТ ЖКГ,03365707,2021-12-03,";;Допомога по ТВП КЕКВ xxxx; згідно заяви-розрахунка  №xxxx 20.10.xxxx р. зг. ЄР 13 ,ЗР 13  ;без ПДВ."
Департамент ЖКГ,03365707,788,Департамент ЖКГ,03365707,2021-12-14,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.(дрібний) ремонт тротуару по вул.Паркова в м.Миколаєві ;згід.звед.кошт.розрах.за 11.2021;Без ПДВ.
Департамент ЖКГ,03365707,308.92,Департамент ЖКГ,03365707,2021-12-14,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.панд.ж/б по пр.Центр.267 п.4 у м.Мик;зг.зв.кошт.розрах.за 11.21.;Без ПДВ
Департамент ЖКГ,03365707,853,Департамент ЖКГ,03365707,2021-12-14,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.у ж/б по вул.Шосейна,2(п.1) у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ"
Департамент ЖКГ,03365707,872.74,Департамент ЖКГ,03365707,2021-12-14,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.панд.ж/б по вул.Г.Карп.77 п.1 у м.Мик;зг.зв.кошт.розрах.за 11.21.;Без ПДВ
Департамент ЖКГ,03365707,15834.92,Департамент ЖКГ,03365707,2021-12-14,1217310;3122;відр.на утр.від т.н.за посл.з нов.буд.дюк.ч.р.П.Буг та маг.мер.вод.мкр.Варв. в м.Мик.Коригув.;згід.звед.кошт.р.за 09.21р.;Без ПДВ.
Департамент ЖКГ,03365707,20212.42,Департамент ЖКГ,03365707,2021-12-14,1217310;3122;відр.на утр.від т.н.за посл.з нов.буд.дюк.ч.р.П.Буг та маг.мер.вод.мкр.Варв. в м.Мик.Коригув.;згід.звед.кошт.р.за 09.21р.;Без ПДВ.
Департамент ЖКГ,03365707,2812.45,Департамент ЖКГ,03365707,2021-12-28,"1216083;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем.ел.мер.ж/б за адр.:м.Мик.вул.Надпрудна,15;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,266.99,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Глінки вздовж буд.№9 в м.Мик.;згідно акту№146від16.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,631.78,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрах.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.М.Морська від в.Адмірал.до в.В.Морська в м.М.;зг.акту№143в16.12.21за12.2021;БезПДВ.
Департамент ЖКГ,03365707,628.49,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Шнеєрсона в м.Мик.;згідно акту№158від16.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,637.12,Департамент ЖКГ,03365707,2021-12-28,"1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Океанівська вздовж буд.№4,10 в м.М.;згідно акту№163від16.12.21за12.2021;Без ПДВ."
Департамент ЖКГ,03365707,687.2,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Бузника вздовж буд.№10-16 в м.Мик.;згідно акту№156від16.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,776.15,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відр.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Троїцька біля буд.№79 в м.М.;зг.акту№1від21.12.21за12.2021;БезПДВ.
Департамент ЖКГ,03365707,46994.04,Департамент ЖКГ,03365707,2021-12-28,1217461;2240;відр.на утр.від.техн.за вик.посл.з поточного ремонту дороги по вул.Кузнецька в м.Мик.;згід.звед. кошт.розр.за 12.21;БезПДВ.
Департамент ЖКГ,03365707,638.59,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Турбінна в м.Мик.;згідно акту№162від16.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,655.57,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Троїцька в м.Мик.;згідно акту№154від16.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,668.32,Департамент ЖКГ,03365707,2021-12-28,"1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Привільна вздовж буд.№43А,71А,73А в м.М.;зг.акту№157від16.12.21за12.2021;Без ПДВ."
Департамент ЖКГ,03365707,663.31,Департамент ЖКГ,03365707,2021-12-28,1216020;2240;відрахув.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Бузька в м.Мик.;згідно акту№149від16.12.21за12.2021;Без ПДВ.
Департамент ЖКГ,03365707,340.08,Департамент ЖКГ,03365707,2021-12-28,"1216030;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.об.благ.розт.на тер.""Алеї слави""у парку""Перемоги""в Центр.рай.м.Мик.;зг.зв.кошт.розр.за12.2021;Без ПДВ."
Департамент ЖКГ,03365707,717.01,Департамент ЖКГ,03365707,2021-12-28,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.трот.по вул.Нікол.від в.Інжен.до в.Гром.(пар.бік)в м.Мик.(Дод.роб.);зг.зв.кошт.розр.за11.2021;Без ПДВ.
Департамент ЖКГ,03365707,31563,Департамент ЖКГ,03365707,2021-12-28,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.рем.тротуару по вул.1-а Слобід.від вул.Кузн.до вул.Погран.в м.Мик.;згід.зв.кошт.розр.за 10.2021;Без ПДВ.
ММВУВД ФССУ В МИКОЛАЇВСЬКІЙ ОБЛАСТІ,41416805,7279.63,ДЕПАРТАМЕНТ ЖКГ,03365707,2021-12-28,";;Допомога по ТВП КЕКВ xxxx; згідно заяви-розрахунка  №xxxx 15.11.xxxx р. зг. ЄР 540 ,ЗР 540  ;без ПДВ."
ММВУВД ФССУ В МИКОЛАЇВСЬКІЙ ОБЛАСТІ,41416805,18387.23,ДЕПАРТАМЕНТ ЖКГ,03365707,2021-12-28,";;Допомога по ТВП КЕКВ xxxx; згідно заяви-розрахунка  №xxxx 26.11.xxxx р. зг. ЄР xxxx ,ЗР xxxx  ;без ПДВ."
Департамент ЖКГ,03365707,11205.78,Департамент ЖКГ,03365707,2021-12-15,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.рем покр.ж/б по пр.Г.Укр.,13Е у м.Мик.Кориг.;зг.зв.кошт.розрах.за11.21;Без ПДВ."
Департамент ЖКГ,03365707,4466.12,Департамент ЖКГ,03365707,2021-12-15,"1216011;3131;відрах.на утр.від.тех.нагл.за вик.роб.з кап.післяек.рем.ліф.у ж/б по вул.Косм138-Б(л.1, л.2)у м.Мик.;зг.звед.кошт.розрах.за 09.21;Без ПДВ."
Департамент ЖКГ,03365707,5358,Департамент ЖКГ,03365707,2021-12-15,"1216011;3131;відрах.на утрим.від.тех.нагл.за вик.роб.з кап.післяексп.рем.вуз.та обл.ліф.у ж/б по пров.Парус5(п1,2)у м.Мик.;зг.зв.кошт.розрах.за11.21;Без ПДВ."
Департамент ЖКГ,03365707,1419.18,Департамент ЖКГ,03365707,2021-12-15,1217310;3122;відр.на утр.від.технагл.за вик.роб.Лікв.насл.підт.ж.м.Терн.-буд.др.кол.для зах.в.підт.ж.м.Терн.у м.М.Кор.;згідно звед.кошт.розрах.за12.21.;Без ПДВ.
Департамент ЖКГ,03365707,6266.06,Департамент ЖКГ,03365707,2021-12-09,1217310;3122;відр.на утр.від.технагл.за вик.роб.Лікв.насл.підт.ж.м.Терн.-буд.др.кол.для зах.в.підт.ж.м.Терн.у м.М.Кор.;згідно звед.кошт.розрах.за12.21.;Без ПДВ.
Департамент ЖКГ,03365707,1664.84,Департамент ЖКГ,03365707,2021-12-08,1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з поточ.рем.мер.електроп.ж/б по пр.Центр.24 в м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ.
Департамент ЖКГ,03365707,362,Департамент ЖКГ,03365707,2021-12-08,"1216011;2240;відр.на утр.від тех.нагл.за посл.з.пот.рем.ліф.ж/б по вул.Металургів,8(п.2) в м.Мик.;зг.звед.кошт.розрах.за 11.2021;Без ПДВ."
Департамент ЖКГ,03365707,6187,Департамент ЖКГ,03365707,2021-12-08,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з поточ.рем.житл.буд.за адр.м.Миколаїв,вул.Крилова,40/1;згід.звед.кошт.розрах.за 11.2021;Без ПДВ."
Департамент ЖКГ,03365707,473.13,Департамент ЖКГ,03365707,2021-12-08,"1216011;2240;відр.на утр.від тех.нагл.за посл.з пот.рем.сис.водовід.жб.по вул.Лісова,5  м.Мик.; згід.звед.кошт. розр.за 11.2021;БезПДВ."
Департамент ЖКГ,03365707,418.44,Департамент ЖКГ,03365707,2021-12-08,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з поточ.рем.систем водовідвед.ж/б по пр.Центральному,157 в м.Мик.;згід.звед.кошт.розрах.за 11.2021;Без ПДВ."
Департамент ЖКГ,03365707,5439,Департамент ЖКГ,03365707,2021-12-08,1217461;2240;відр.на утр.від.техн.за вик.посл.з поточн.рем.дороги по вул.Херс.шосе(в районі залізн.переїзду) в м.Мик.;згід.звед. кошт.розр.за 11.21;БезПДВ.
Департамент ЖКГ,03365707,21557.08,Департамент ЖКГ,03365707,2021-12-08,"1216011;3132;відр.на утрим.від.технаг.за посл.з кап.рем.сп.-ігр.майд.по в.Херс.шосе між ж.б.30,32,38 в Інгул.р. м.Мик.;згід.звед.кошт.розрах.за 11.2021;Без ПДВ."
Департамент ЖКГ,03365707,12373.9,Департамент ЖКГ,03365707,2021-12-08,"1216011;3132;відр.на утрим.від.технаг.за посл.з кап.рем.сп.-ігр.майд.по в.Херс.шосе між ж.б.30,32,38 в Інгул.р. м.Мик.;згід.звед.кошт.розрах.за 11.2021;Без ПДВ."
Департамент ЖКГ,03365707,574.11,Департамент ЖКГ,03365707,2021-12-08,1216020;2240;відр.на утр.від.тех.нагл.за вик.пос.пот.рем.мер.зовн.осв.по в.Г.Петрової від в.Робочої до в.О.Григор.в м.М.;зг.акту№107від01.12.21за11.2021;БезПДВ.
