payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Центральний ВДВС у м.Миколаєві ПМУМ,35065742,15325.42,ДЕПАРТАМЕНТ ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПО,03365707,2021-12-16,"№ 915/1/20; 06.04.xxxx; Топор ОВ; №xxxx; Кошти за ВД, стягнуті на користь стягувача"
Департамент ЖКГ,03365707,912.26,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.сх.кл.із зам.вік.та двер. ж/б по вул.Соборна,2п.4у м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,2370.39,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.та двер.у ж/б по вул.Курортна,9 у м.Мик;зг.зв.кошт.розрах.за 11.21.;Без ПДВ"
Департамент ЖКГ,03365707,488.06,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.електром.ж/б за адр: пр.Центр,191 у м.Мик.;зг.зв.кошт.розрах.за 09.21;Без ПДВ."
Департамент ЖКГ,03365707,882.68,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.у ж/б по пр.Богоявл.,324(1,3п.) у м.Мик;зг.зв.кошт.розрах.за грудень.21; Без ПДВ."
Департамент ЖКГ,03365707,1212.95,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.сис.водопост.та водов.ж/б по вул.Райдужна,49 у м.Мик.;зг.зв.кошт.розрах.за11.21;Без ПДВ."
Департамент ЖКГ,03365707,931,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.у ж/б по пр.Центр.,147 у м.Мик;зг.зв.кошт.розрах.за грудень.21; Без ПДВ."
Департамент ЖКГ,03365707,512.25,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з поточ.рем.системи опал.в ж/б по вул.4-а Слобідська,88(корп.5)у м.Мик.;зг.зв.кошт.розрах.за 12.2021;Без ПДВ."
Департамент ЖКГ,03365707,58.47,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем. ж/б по пр.Центр,152 у м.Мик;зг.зв.кошт.розрах.за12.21.;Без ПДВ."
Департамент ЖКГ,03365707,2368.73,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.та двер.у ж/б по вул.Курортна,13 у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ"
Департамент ЖКГ,03365707,2505.7,Департамент ЖКГ,03365707,2021-12-30,1216011;2240;відрах.на утрим.від.тех.наг.за посл.з пот.рем.сх.кл.із зам.вік.та дв.у ж/б по в.Курор.15 в м.Мик.;зг.зв.кошт.розрах.за11.21;Без ПДВ.
Департамент ЖКГ,03365707,7656.95,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.покр. ж/б по пров.Парусному,11у м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,779.01,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.вуз.та обл.ліф.у ж/б по вул.Лазурна,50А (п.1,п.2,п.3) м.Мик;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,883.55,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.у ж/б по пр.Богоявл.,295(1,2п.) у м.Мик;зг.зв.кошт.розрах.за грудень 21; Без ПДВ."
Департамент ЖКГ,03365707,554,Департамент ЖКГ,03365707,2021-12-30,1216011;2240;відрах.на утрим.від.техн.за посл.з пот.рем.кут.від.біля ж/б по вул.Потьомк.131-В у м.Мик;зг.зв.кошт.розрах.за 12.21;Без ПДВ.
Департамент ЖКГ,03365707,2967,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.ж/б за адр: вул.Шнеєрс,2Б у м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,757.27,Департамент ЖКГ,03365707,2021-12-30,1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.сис.електроп. ж/б що розт.за адр.:м.Мик;зг.зв.кошт.розрах.за12.21;Без ПДВ.
Департамент ЖКГ,03365707,634.98,Департамент ЖКГ,03365707,2021-12-30,"1217310;3142;відр.на утр.від.технагл.за вик.роб.з ""Рек.перехр.по в.Г.Карп.та в.Крил.в м.Мик.Кориг."";згідно звед.кошт.розрах.за 10.21р.;Без ПДВ."
Департамент ЖКГ,03365707,24456.25,Департамент ЖКГ,03365707,2021-12-30,"1217310;3122;відр.на утр.від.технагл.за вик.роб.""Нове буд.світл.об.в м.Мик.по в.Малко-Терн.ріг в.А.Старова"";згідно звед.кошт.розрах.за12.21р.;БезПДВ."
Департамент ЖКГ,03365707,5370.16,Департамент ЖКГ,03365707,2021-12-30,1217310;3122;відр.на утр.від.технагл.за вик.роб.Лікв.насл.підт.ж.м.Терн.-буд.др.кол.для зах.в.підт.ж.м.Терн.у м.М.Кор.;згідно звед.кошт.розрах.за12.21.;Без ПДВ.
Департамент ЖКГ,03365707,58.47,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем. ж/б по пр.Центр,135 у м.Мик;зг.зв.кошт.розрах.за12.21.;Без ПДВ."
Департамент ЖКГ,03365707,507.49,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.техн.за посл.з пот.рем.сис.опал. в ж/б по вул.4-а Слобідська,88(корп3)у м.Мик.;зг.зв.кошт.розрах.за 12.21.;Без ПДВ"
Департамент ЖКГ,03365707,2329.22,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.сх.кл.із зам.вік.та двер.у ж/б по вул.Курортна,11 у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ"
Департамент ЖКГ,03365707,865.39,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відр.на утр.від тех.нагл.за посл.з пот.рем.під.ж/б по в.Океанівська,48 в м.Мик;згід.звед.кошт.розр.за 12.2021;БезПДВ."
Департамент ЖКГ,03365707,703,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.ліф.ж/б по в.Озерна,13 (п.2) у м.Мик.;зг.зв.кошт.розрах.за09.21;Без ПДВ."
Департамент ЖКГ,03365707,875,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з поточ.рем.приб.тер.ж/б за адр.в.Троїцька,222 в м.Мик.;зг.зв.кошт.розрах.за лист.21;Без ПДВ."
Департамент ЖКГ,03365707,440,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.вуз.та обл.ліф.в ж/бза адр.:по в.6Слоб,46 (п1,2,3) в м.Мик.;зг.зв.кошт.розрах.за07.21;Без ПДВ."
Департамент ЖКГ,03365707,128.03,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відрах.на утрим.від.технагл.за вик.посл.пот.рем.трот.по пр.Центр.від в.Фалєєв.до в.Пушкін.у м.Мик.(Дод.роб.);згід.звед.кош.розр.за 12.2021;БезПДВ.
Департамент ЖКГ,03365707,2064.27,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.рем.тротуару по пр.Центр.від в.Фалєєв.до в.Пушкін.у м.Микол.;згід.звед.кошт.розрах.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,359.52,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.поточ.рем.тротуару по пр.Центр.від вул.Фалєєв.до вул.Пушкін.у м.Мик.;згід.звед.кошт.розрах.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,17804.93,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відрах.на утрим.від.технагл.за вик.пос.пот.рем.трот.по пр.Центр.від в.1-а Слоб.до в.2-а Слоб.(неп.бік)в м.Мик.;згід.звед.кош.роз.за 12.2021;БезПДВ.
Департамент ЖКГ,03365707,397,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.вуз.та обл.ліф.в ж/бза адр.:по в.6Слоб,46А (п1,2) в м.Мик.;зг.зв.кошт.розрах.за07.21;Без ПДВ."
Департамент ЖКГ,03365707,884.08,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.із зам.вік.сх.кл.в ж/б по вул.3-я Лінія,17 в м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ."
Департамент ЖКГ,03365707,876.77,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем. вузл.та обл.ліф.у ж/б по вул.Лазурна,50(п.2,4)у м.Мик;зг.зв.кошт.розрах.за 12.21.;Без ПДВ."
Департамент ЖКГ,03365707,875,Департамент ЖКГ,03365707,2021-12-30,1216011;2240;відрах.на утрим.від.тех.нагл.за пот.рем.приб.тер.ж/б за адр.в.Троїц.220 у м.Мик;зг.зв.кошт.розрах.за11.21;Без ПДВ.
Департамент ЖКГ,03365707,725.23,Департамент ЖКГ,03365707,2021-12-30,1216011;2240;відрах.на утрим.від.техн.за посл.з пот.рем.панд.ж/б по в.Шевч.67 в м.Мик.;зг.зв.кошт.розрах.за 12.21;Без ПДВ.
Департамент ЖКГ,03365707,58.47,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем. ж/б по вул.Соборна,3 у м.Мик;зг.зв.кошт.розрах.за12.21.;Без ПДВ."
Департамент ЖКГ,03365707,27499.07,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відрах.на утрим.від.тех.нагл.за посл.пот.рем.трот.по пр.Центр.від в.1-а Слобід.до в.2-а Слоб.(неп.б.)в м.Микол.;зг.зв.кошт.розр.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,2692.61,Департамент ЖКГ,03365707,2021-12-30,"1216030;2240;відрах.на утрим.від.тех.нагл.за посл.з пот.рем.трот.по пр.Центр.від в.Г.Карп.до КУ""центр.міськ.стад.""в м.Мик.;зг.зв.кошт.розрах.за11.21;Без ПДВ."
Департамент ЖКГ,03365707,19356.89,Департамент ЖКГ,03365707,2021-12-30,"1216030;2240;відрах.на утрим.від.технагл.за вик.посл.поточ.рем.тротуару по пр.Корабелів вздовж буд.№13,15 в м.Микол.;згід.звед.кош.розрах.за 12.2021;Без ПДВ."
Департамент ЖКГ,03365707,874.78,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відрах.на утрим.від.технагл.за вик.посл.поточ.(дрібний)рем.тротуару по пр.Героїв України в м.Микол.;згід.звед.кош.розрах.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,19305,Департамент ЖКГ,03365707,2021-12-30,1216030;2240;відр.на утр.від.технагл.за вик.пос.пот.рем.об.бл.роз.на зел.зоні по в.Космон.в м.Мик.(діл.між в.Елек.та в.Вінгр.);зг.зв.кош.роз.за 12.2021;Без ПДВ.
Департамент ЖКГ,03365707,736,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утрим.від.техн.за посл. з пот.рем.кут.відпоч.біля ж/б по пр.Центр.122у м.Мик;зг.зв.кошт.розрах.за 12.21;ПДВ7931,20."
Департамент ЖКГ,03365707,752.71,Департамент ЖКГ,03365707,2021-12-30,"1216011;2240;відрах.на утр.від.техн.за посл.з пот.рем.ліф.в  ж/б по вул.Колод,13А у м.Мик.;зг.зв.кошт.розрах.за 11.21;Без ПДВ."
ММВУВД ФССУ В МИКОЛАЇВСЬКІЙ ОБЛАСТІ,41416805,4909.51,ДЕПАРТАМЕНТ ЖКГ,03365707,2021-12-30,";;Допомога по ТВП КЕКВ xxxx; згідно заяви-розрахунка  №xxxx 09.12.xxxx р. зг. ЄР 300 ,ЗР 300  ;без ПДВ."
