payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
"КНП ММР ""МЛ №5""",01998489,27903.2,"ТОВ ""НІК-СПЕЦСЕРВІС""",37385986,2021-12-29,"0712010;2610;опл за вив.твер поб.відх.у 12.21р.;зг дог122-П-29.12.20р., д/у3-23.12.21р. Акт н/пос.598-24.12.21р.,рах.598-24.12.21р. місц.бюд.21р.; ПДВ 4650,53."
"КНП ММР ""МЛ №5""",01998489,11732.92,"ОКП ""Миколаівоблтеплоенерго""",31319242,2021-12-29,"0712010;2610;опл.за постач.тепл.енер на опал. у 12.21р.; зг дог 6002.33/84-П -08.12.21р., р.-ф.6002.34, акт 6002.34-24.12.21р. міс.бюд.21р.; ПДВ 1955,48."
"КНП ММР ""МЛ №5""",01998489,132956.24,"Ф.""Південна""АТ""Миколаївобленерго""",25713066,2021-12-29,"0712010;2610;оплата за розпод. електр. у 12.21р.;зг дог40/909/83-П -08.12.21р.,д/у1-23.12.21р., рах40/909/12/1, акт12-21.12.21р. місц.бюд.21р.; ПДВ 22159,37."
"КНП ММР ""МЛ №5""",01998489,47963.32,МКП Миколаївводоканал,31448144,2021-12-29,"0712010;2610;за водопост.у 12.21р; зг дог ЮЗ/506-в/114-П від 23.12.20р, д/у 5-21.12.21р, р.Ц-В-8015/0185-12.2021/16,акт 12 -16.12.21р. міс.бюд21р; ПДВ 7993,89."
"КНП ММР ""МЛ №5""",01998489,6343.17,"Ф.""Південна""АТ""Миколаївобленерго""",25713066,2021-12-29,"0712010;2610;оплата за перетік. реакт. електроен. у 12.21р.;зг дог40/909/80-П -24.11.21р.,  рах40/909/12/1, акт12-21.12.21р. місц.бюд.21р.; ПДВ 1057,20."
"КНП ММР ""МЛ №5""",01998489,88539.93,ТОВ Мик.електропостач.комп.,42129888,2021-12-21,"0712010;2610; опл.за акт.ел-енерг. у 11.21р.; дог 40/909/76-П-22.09.21р., д/у6-10.12.21р.,р.40/909/11/1, акт 12 від 01.12.21р. міс.бюд.21р.; ПДВ 14756,66."
"КНП ММР ""МЛ №5""",01998489,1974000,"ТОВ ""Укр Мед Сервіс""",37992156,2021-12-28,"0712010;3210; попер.оплата у розмірі 70% за кисневу станцію; зг дог.15-О -25.11.21р, д/у2-22.12.21р.,р.-ф.УМ-0000244 -23.12.21р., ПКМУ 47 -26.01.21р.; безПДВ."
"КНП ММР ""МЛ №5""",01998489,1340000,"ТОВ ""Медсервісгруп""",38606078,2021-12-17,"0717363;3210; Опл.за апарат УЗД з набором датчиків; зг дог.12-О -15.11.21р, д/у1-02.12.21р., р.166, в/н.166-14.12.21р. ПКМУ №106- 06.02.12р.; безПДВ."
"КНП ММР ""МЛ №5""",01998489,131921.68,"Ф.""Південна""АТ""Миколаївобленерго""",25713066,2021-12-24,"0712010;2610;оплата за розп. електроен. у 11.21р.;зг дог40/909/125-П -31.12.20р., д/у3-21.12.21р., рах40/909/11/1, акт12-22.12.21р. місц.бюд.21р.; ПДВ 21986,95."
"КНП ММР ""МЛ №5""",01998489,75.32,"Ф.""Південна""АТ""Миколаївобленерго""",25713066,2021-12-24,"0712010;2610; оплата 3% річних за 11.21р.; зг дог 40/909/125-П від 31.12.20р., д/у3 від 21.12.21р., рах.40/909/11/10 від 22.12.21р. місц.бюд.21р.; без ПДВ."
"КНП ММР ""МЛ №5""",01998489,26888,ФОП Чорна Любов Петрівна,xxxxxxxxxx,2021-12-17,"0712010;2610; оплата за фарби; зг дог 37-Т від 10.12.21р., рах.1, накл 1 від 14.12.21р., інша субв. з ОБ МБ; без ПДВ."
"КНП ММР ""МЛ №5""",01998489,5280,"ТОВ ""Епіцентр К""",32490244,2021-12-22,"0712010;2610;оплата за грунтов; зг дог38-Т -10.12.21р.,д/у2-17.12.21р., рах.Счт/MY-0242212/2,в/накл Рнк/MY-0258602 -16.12.21р.,інша субв. з ОБ МБ; ПДВ 880,00."
"КНП ММР ""МЛ №5""",01998489,28000,ФОП Ольшевська В.О.,xxxxxxxxxx,2021-12-22,"0712010;2610; опл.за стол.ман.,тумби,стіл,стол.д/зас.кр.,стол.інстр.; зг дог153-М-14.12.21, д/у1-20.12.21, рах.1, в/нак1-20.12.21р., інша субв.з ОБ МБ; без ПДВ."
"КНП ММР ""МЛ №5""",01998489,17832,"ТОВ ""Епіцентр К""",32490244,2021-12-22,"0712010;2610;опл.за шпак.,штукат.;зг дог 39-Т-10.12.21р.,д/у2-17.12.21р., рах.Счт/MY-0242212/1,в/накл Рнк/MY-0258592-16.12.21р.,інша субв. з ОБ МБ;ПДВ 2972,00."
"КНП ММР ""МЛ №5""",01998489,56994.12,"ТОВ ""БК ""Інтербуд""",40356536,2021-12-30,"0712010;3210;опл.за вик.роботи  по кап. рем. мережі лікув.газів; зг дог 32-Р -17.12.21р.,д/у1-28.12.21р., рах127, акт127-28.12.21р. місц.бюд.21р.; ПДВ 9499,02."
"КНП ММР ""МЛ №5""",01998489,5925.77,"Ф.""Південна""АТ""Миколаївобленерго""",25713066,2021-12-22,"0712010;2610;оплата за перетік. реакт. електроен. у 11.21р.;зг дог40/909/80-П -24.11.21р.,  рах40/909/11/1, акт12-06.12.21р. місц.бюд.21р.; ПДВ 987,63."
"КНП ММР ""МЛ №5""",01998489,4.1,"Ф.""Південна""АТ""Миколаївобленерго""",25713066,2021-12-22,"0712010;2610; оплата 3% річних за 11.21р.; зг дог 40/909/80-П від 24.11.21р., рах.40/909/11/10 від 06.12.21р. місц.бюд.21р.; без ПДВ."
"КНП ММР ""МЛ №5""",01998489,15343.13,"ТОВ ""НІК-СПЕЦСЕРВІС""",37385986,2021-12-22,"0712010;2610; опл за вив.твер поб.відх.у 11.21р.;зг дог122-П-29.12.20р., д/у2-20.12.21р. Акт н/пос.558-10.12.21р.,рах.558-10.12.21р. місц.бюд.21р.; ПДВ 2557,19."
"КНП ММР ""МЛ №5""",01998489,65071.04,"ОКП ""Миколаівоблтеплоенерго""",31319242,2021-12-30,"0712010;2610;опл.за тепл.енер на опал.у 12.21р.; зг дог 6002.30/3-П -05.01.21р.,,д/у 6-23.12.21, р.-ф.6002.30, акт 6002.30-16.12.21р. міс.бюд.21р.; ПДВ10845,17."
"КНП ММР ""МЛ №5""",01998489,232882.48,ТОВ Мик.електропостач.комп.,42129888,2021-12-30,"0712010;2610; опл.за акт.ел-енерг. у 12.21р.; дог 40/909/76-П-22.09.21р.,д/у6-10.12.21р. р.40/909/12/1, акт 12 від 21.12.21р. міс.бюд.21р.; ПДВ 38813,75."
"КНП ММР ""МЛ №5""",01998489,1732606.2,"ТОВ ""ТЕПЛОБУД-1""",42248263,2021-12-30,"0712010;2610; опл.за постачання теплової енергії у 12.21р.;зг дог 88-П від 21.12.21р. д/у 1-22.12.21р., рах.17, акт 17 від 24.12.21р. міс.бюд.21р; без ПДВ."
