payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
"КНП ""КМЦК""",42427142,400,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-10-27,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 19.07.2021 №19/07,а.н.п.від 25.10.2021 №5981; в т.ч.ПДВ 66,67."
"КНП ""КМЦК""",42427142,400,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-10-27,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 19.07.2021 №19/07,а.н.п.від 25.10.2021 №5499; в т.ч.ПДВ 66,67."
Управління освіти БМР,40203901,3242.68,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-08,"0611010;2240;посл. зi збир., обробл. та перевез. клiнич. вiдходiв;дог №4198 вiд 05.10.21, дод. уг.№1 вiд 05.10.21, зг. акту №5324 вiд 05.10.21;в т.ч ПДВ-540,45."
"ДУ ""Чернігівський ОЦКПХ МОЗ""",38509742,5592,ТОВ Укрекопром,39624900,2021-10-20,"2301040;2240;за знешкодження засобiв iндив. захисту;згiдно акту №5848 вiд 18.10.2021, договору №4143 вiд 04.06.2021;ПДВ 932,00."
"КНП  ""Авангардівська АЗПСМ""",39067895,7500,"ТОВ ""НВК""Укрекопром""",39624900,2021-10-06,"0112113;2610;оплата за послуги з збиран.,оброб.,видал., клiнiчних та подiб. вiдходiв.;зг. дог. №5066 вiд 04.10.21, акт №5524 вiд 04.10.21.;в т.ч.ПДВ-1250,00грн."
Управління освіти БМР,40203901,3647.98,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-08,"0611021;2240;посл. зi збир., обробл. та перевез. клiнич. вiдходiв;дог №4198 вiд 05.10.21, дод. уг.№1 вiд 05.10.21, зг. акту №5324 вiд 05.10.21;в т.ч ПДВ-608,00."
Управління освіти БМР,40203901,405.34,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-08,"0615031;2240;посл. зi збир., обробл. та перевез. клiнич. вiдходiв;дог №4198 вiд 05.10.21, дод. уг.№1 вiд 05.10.21, зг. акту №5324 вiд 05.10.21;в т.ч ПДВ-67,56."
"КНП ФМР ""ФМЦПМСД""",01107935,5400,"ТОВ ""Науково-виробнича компанiя"" УКРЕК",39624900,2021-10-08,"0212111;2610;Послуги зi збиранням, перевезенням клiнiчних вiдходiв; Договiр №5004 вiд 16.09.2021, акт №5629 вiд 07.10.2021; ПДВ 900,00."
"НДСЛ ""ОХМАТДИТ"" МОЗ",01994089,6210,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-12,"2301110;2240;за послуги у сферi поводж.з радiоакт.,токсичн.,мед.та небезп.вiдходами;зг дог.08/07/1 вiд 08.07.2021р; акт 5766 вiд 08.10.2021р.;в т.ч.ПДВ-1035,00."
"ДУ ""ТМО МВС України по місту Києву""",37027405,2296.8,"ТОВ""НВК""Укрекопром""",39624900,2021-10-12,"1001050;2240; послуги з перевезення та забезпечення знешкодження медичних відходів; дог. СП-105/03 від 30.03.2021, акт 5580 від 08.10.2021; в т. ч. ПДВ-382,80."
ХНТУ,05480298,6330,"ТОВ ""НВК""Укрекопром""",39624900,2021-10-13,"2201160;2282(2240);посл.з перев, збир, обробл, знешкодж. та утилізації відходів; р№5847, а№5878 від 12.10.21р, д.№3546 від 25.02.21р; р№УЭП00005847, ПДВ-1055,00"
В/ч А3122,07881676,4317.66,"ТОВ ""НАУКОВО-ВИРОБНИЧА КОМПАНIЯ ""УКРЕК",39624900,2021-10-29,"2101020;2240;послуга зi оброблення вiдходiв;по акту №6354 вiд 28.10.2021  згiдно дог. №15 вiд 15.03.2021;в т.ч.ПДВ=719,61грн."
В/ч А3122,07881676,3107.52,"ТОВ ""НАУКОВО-ВИРОБНИЧА КОМПАНIЯ ""УКРЕК",39624900,2021-10-29,"2101020;2240;послуга зi оброблення вiдходiв;по акту №5354 вiд 28.10.2021  згiдно дог. №15 вiд 15.03.2021;в т.ч.ПДВ=517,92грн."
В/ч 3014,37760707,3000,"ТОВ ""НВК ""УКРЕКОПРОМ""",39624900,2021-10-21,"1003020;2240;опл.посл.зі збир.,перев.,обр.,знеш.,вид.відх.вир-ва,од.та заст.фарм.преп.;д.№5106-11.10.21р.,ДУ№1-11.10.21р., АНП№5785-11.10.21р.;в т.ч.ПДВ-500,00."
"ЗФПО ""КФМК  ім. П.І. Гаврося""",02010764,7196.64,"ТОВ ""НВК ""УКРЕКОПРОМ""",39624900,2021-10-29,"0711101;2282; Оплата за послуги по органiзацiї утилiзацiї ламп зг.Акту №6288 вiд 28.10.21р. Договiр №5097 вiд 28.10.21р. в т.ч.ПДВ-1199,44грн."
"ДНУ ""НПЦ ПКМ"" ДУС",05415786,6355.08,"ТОВ""НАУКОВО-ВИРОБНИЧА КОМПАНIЯ""УКРЕКОП",39624900,2021-10-29,"0301170;2240;знешкодження клiнiчних та подiбних їм вiдходiв (мед.вiдходи); дог.№260/К вiд 26.08.2021р. акт № 6306 вiд 26.10.2021р.в т.ч.ПДВ-1059,18     covid-19"
ВМКЦ ДПСУ м.Одеса,14321920,3780,"ТОВ "" Науково-вироб комп ""Укрекопром""",39624900,2021-10-12,"1002030;2240;Послуги з поводження з безпеч. та небезпеч відходами ;Акт  10/08.10.2021 Дог. 4178/31.05.2021 ДУ1/20.07.21;В т.ч. ПДВ 630,00."
"ДУ ""Центр громадського здоров`я""",40524109,1386,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-19,"2301040;2240;оплата послуг з перевез. та знешкодж. медичних відходів;дог.№ 157 від 05.04.2021 акт № 5016 від 13.10.2021;в т.ч. ПДВ - 231,00 грн;;;"
"ДУ ""Центр громадського здоров`я""",40524109,378,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-19,"2301040;2240;оплата послуг з перевез. та знешкодж. медичних відходів;дог.№ 157 від 05.04.2021 акт № 5120 від 13.10.2021;в т.ч. ПДВ - 63,00 грн;;;"
"ДУ ""Центр громадського здоров`я""",40524109,504,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-19,"2301040;2240;оплата послуг з перевез. та знешкодж. медичних відходів;дог.№ 157 від 05.04.2021 акт № 5015 від 13.10.2021;в т.ч. ПДВ - 84,00 грн;;;"
"ДУ ""Центр громадського здоров`я""",40524109,756,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-19,"2301040;2240;оплата послуг з перевез. та знешкодж. медичних відходів;дог.№ 157 від 05.04.2021 акт № 5248 від 13.10.2021;в т.ч. ПДВ - 126,00 грн;;;"
"КНП ""ВОПАБ ВОР""",25508067,2535,"ТОВ ""НАУКОВО-ВИРОБНИЧА КОМПАНIЯ""УКРЕКО",39624900,2021-10-23,"0712151;2610;збир,перевез,оброб,знешкодження,видалення клiничних та подiб.їм вiдходiв;Акт№5924 вiд 18.10.21р,дог №4213вiд 17.05.21р,в т.ч. ПДВ-422,50 (COVID-19)"
Сумський ДНЗ №23,31499822,542.64,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-27,"0611010;2240;Опл.за посл.зi збирання,перевезення та утилiзацiї небезпечних вiдходiв;зг.дог.№4669 вiд 09.09.21р.,зг.акту №3841 вiд 22.10.21;ПДВ-90,44."
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,13500,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-10-28,"6561160/01;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог4317/143від 09,06.2021,акт 6025від 12.10 2021 ;ПДВ-2250.00."
"НДСЛ ""ОХМАТДИТ"" МОЗ",01994089,1440,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-28,"2301110;2240;за послуги у сферi поводж.з радiоакт.,токсичн.,мед.та небезп.вiдходами;зг дог. 224 вiд 01.10.2021р; акт 6063 вiд 26.10.2021р.;в т.ч.ПДВ-240,00."
"НДСЛ ""ОХМАТДИТ"" МОЗ",01994089,3450,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-28,"2301110;2240;за послуги у сферi поводж.з радiоакт.,токсичн.,мед.та небезп.вiдходами;зг дог. 224 вiд 01.10.2021р; акт 6062 вiд 26.10.2021р.;в т.ч.ПДВ-575,00."
"ДУ ""Івано-Франківський ОЦКПХ МОЗ""",38331800,2160,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-12,"2304020;2240;За збирання,перевезення,оброблення клiнiчних вiдходiв;з-но акта 5915/11.10.21р.до уг.4001/22.03.21р.;в т.ч.ПДВ-360.00."
"ДУ ""Тернопільський ОЦКПХ МОЗ""",38480231,24705,"ТОВ""НВК""Укрекопром""",39624900,2021-10-12,"2301040;2240; за посл. із збору, оборобл, знешк. відход.;зг. акт№5861 від 11.10.2021, дог.№4578 від 25.06.2021;ПДВ 4117 грн50 коп;"
Одеський геріатричний будинок-інтернат,03189096,1182.5,"ТОВ ""НВК""Укрекопром""",39624900,2021-10-19,"0813102;2240;спл. за посл. зі збир.,оброб.,знешк.,вид.,утил.та перевез. відходів; зг.акту над.пос. №5014 від 15.09.21 та зг.дог.4045 від 30.03.2021;ПДВ 63,75."
НАНЦ,21574751,42690,"ТОВ ""НВК ""УКРЕКОПРОМ""",39624900,2021-10-21,"2201410;2281;за орган. знищ. тв. судн. вiдх., встан. конт. та транс. тв. судн. вiдх. зг. дог. 44-ОСО вiд 18.10.2021,акт 5975 вiд 19.10.2021,у т.ч. ПДВ-7115,00"
"КУ ""ОІРЦ № 7""",43129889,530,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-10-27,"0611151;2240; спл.за пос зi зб, об, зн, вид та пер.клiнiч.вiдх за 09.21р; дог на над посл з пов з вiд№ 3695/19.02.21р.,акт над. посл №3973/25.10.21 р.;ПДВ88,33."
ОДЕСЬКЕ МВ УВД ФССУ В ОД.ОБЛ.,41844610,887.92,"ТОВ ""НВК ""УКРЕКОПРОМ""",39624900,2021-10-05,Фін.страх.для надання заст. особам мат.забез. з ТВП зг. заяви№xxxx 11.08.xxxx;КЕКВxxxx; без ПДВ ЗРВ 01
ОДЕСЬКЕ МВ УВД ФССУ В ОД.ОБЛ.,41844610,2759.54,"ТОВ ""НВК ""УКРЕКОПРОМ""",39624900,2021-10-05,Фін. страх. для над. зас.особам мат.забез. по ваг. та пол. зг. заяви№xxxx 11.08.xxxx;КЕКВxxxx; безПДВ ЗРВ 01
"ДУ ""ІНСТИТУТ УРОЛОГІЇ НАМН""",02011918,1764,"ТОВ""НВК ""Укрекопром""",39624900,2021-10-12,"6561060;2240; Послуги на перевез.та утил.біолог.відходів шляхом спалюв-ння.;Дог.№ 0106/21 від 01.06.2021р.; Акт.№5054 від 11.10.2021р.;в.т.ч. ПДВ-294,00"
ЗДО №21,33809366,988.32,"ТОВ ""НВК"" Укрекопром""",39624900,2021-10-27,"0611010;2240;За послуги з утилiзацiї люмiнесцентних ламп.Опл.акту №2785 вiд 05.07.2021р.Зг.дог.№3571 вiд 15.02.2021р.ПДВ-164,72."
"КП ""Ладижинська міська лікарня""",41758238,3570,"ТОВ ""НВК""Укрекопром""",39624900,2021-10-27,"0112010;2610; послуги з поводження з безпечними та небезпечними вiдходами; договiр№4221/256 вiд 13.05.21р., акт №6079 вiд 20.10.21р.; ПДВ-595,00"
"ДУ ""Сумський слідчий ізолятор""",08565090,2084.16,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-13,"3601020;2240;Оплата за компл. послуги з поводж. з безпечн. та небезп. вiдходами;дог.№5024/Г-216 вiд 05.10.21р,акт над.посл.№5753 вiд 12.10.21р.;ПДВ-347,36 грн."
ВМКЦ  ДПСУ  м. Львів,14321771,6009.55,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-19,"1002030 ; 2240 ; Посл зі знешкодження клін. відходів ; зг рах.-акт.N5738/5760 від 13.10.21р.; По угоді N32-21 від 24.02.21 р.; в т.ч.ПДВ- 1001,59 грн."
"ДУ ""ІНСТИТУТ УРОЛОГІЇ НАМН""",02011918,1512,"ТОВ""НВК ""Укрекопром""",39624900,2021-10-21,"6561060;2240; Послуги на перевез.та утил.біолог.відходів шляхом спалюв-ння.;Дог.№ 0106/21 від 01.06.2021р.; Акт.№5461 від 19.10.2021р.;в.т.ч. ПДВ-252,00"
"ДУ ""Львівський ОЦКПХ МОЗ""",38501853,6930,"ТОВ ""НВК ""Укрекопром""",39624900,2021-10-23,"2301040;2240;за послуги з поводження з небезп.медичними відходами;дог.№ 9052 12.03.2021,Р№6112 22.10.2021,А№ 6123 22.10.2021;ПДВ - 1155,00."
"ДУ ""ІНСТИТУТ УРОЛОГІЇ НАМН""",02011918,1890,"ТОВ""НВК ""Укрекопром""",39624900,2021-10-05,"6561060;2240; Послуги на перевез.та утил.біолог.відходів шляхом спалюв-ння.;Дог.№ 0106/21 від 01.06.2021р.; Акт.№5578 від 04.10.2021р.;в.т.ч. ПДВ-315,00"
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,6534,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-10-05,"6561160/01;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог4317/143від 09,06.2021,акт 5608від 04,10 2021 ;ПДВ-1089,00."
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,10935,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-10-05,"6561160/01;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог4317/143від 09,06.2021,акт 5489від 01,10 2021 ;ПДВ-1822,50"
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,4212,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-10-19,"6561160/01;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог4317/143від 09,06.2021,акт 5892від 18,10 2021 ;ПДВ-702.00"
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,10071,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-10-19,"6561160/01;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог4317/143від 09,06.2021,акт 5711від 18.10 2021 ;ПДВ-1678.50"
"КЗ ЛОР ""ЛОПАБ""",20851881,14944.5,"ТзОВ""НВК""УКРЕКОПРОМ""",39624900,2021-10-21,"0712151;2282;опл.за посл.по утилiзацiї бiовiдходiв категорiї ""В""уг.№7/2240 вiд 07.06.21р.,акт над.посл.№5659/2240 вiд 20.10.21р.;в т.ч. ПДВ-2490,75."
"КНП ""КМЦК""",42427142,1404,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-11,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 13.04.2021 №13.1/04.21,а.н.п.від 02.11.2021 №5982; в т.ч.ПДВ 234,00."
"КНП ""КМЦК""",42427142,1989,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-11,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 13.04.2021 №13.1/04.21,а.н.п.від 02.11.2021 №6255; в т.ч.ПДВ 331,50."
"КНП ""КМЦК""",42427142,1000,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-11,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 19.07.2021 №19/07,а.н.п.від 02.11.2021 №6256; в т.ч.ПДВ 166,67."
"КЗ ЛОР ""ЛОПАБ""",20851881,7290,"ТзОВ""НВК""УКРЕКОПРОМ""",39624900,2021-11-19,"0712151;2282;опл.за посл.з утилiзацiї бiолог.вiдходiв категорiї ""В"";уг.№7/2240 вiд 07.06.21р.,акт над.посл.№6475/2240 вiд 18.11.21р.;в т.ч. ПДВ-1215,00"
"КЗ ЛОР ""ЛОПАБ""",20851881,2430,"ТзОВ""НВК""УКРЕКОПРОМ""",39624900,2021-11-19,"0712151;2282;опл.за посл.з утилiзацiї бiолог.вiдх.категорiї ""В"";уг.№7/2240 вiд 07.06.21р.,акт над.посл.№6476/2240 вiд 18.11.21р.;в т.ч. ПДВ-405,00"
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,9855,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-11-23,"6561160;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог5215/275від 15,11,2021,акт 6757від  18,11,2021 ;ПДВ-1642,50"
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,9423,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-11-23,"6561160;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог5215/275від 15,11,2021,акт6800 від 18,11 2021 ;ПДВ-1570,50"
"ДУ ""НІССХ ім.М.М.Амосова НАМНУ""",05493562,6534,"ТОВ ""НВК ""Укрекопром""""",39624900,2021-11-23,"6561160;2282;Опл за послуги зі зберг, перев, оброб, знешкодж клініч відходів;дог5215/275від 15,11,2021,акт6928 від 17,11 2021 ;ПДВ-6534,00"
"КНП ""Бахмацький міський центр ПМСД""",38765198,1294.8,"ТОВ ""НВК""Укрекопром""",39624900,2021-11-25,"0112111; 2610; за вивiз та знешкодження мед.вiдходiв за листопад мiсяць 2021р.; згiдно акту №6673 вiд 18.11.21р.,дог.№42 вiд 17.02.21р.;ПДВ 215,80."
"КНП ""Бахмацький міський центр ПМСД""",38765198,1494,"ТОВ ""НВК""Укрекопром""",39624900,2021-11-25,"0112111; 2610; за вивiз та знешкодження мед.вiдходiв за листопад мiсяць 2021р.; згiдно акту №6673 вiд 18.11.21р.,дог.№42 вiд 17.02.21р.;ПДВ 249,00."
"КУ ""Одеський зоопарк""",02219955,8512.2,ТОВ НВК Укрекопром,39624900,2021-11-25,"2614081;2240;за посл.зi збер,обробл,знешкодж,клiн.вiдход,за 10.21;Дог№3500вiд11.02.21,акт над посл№7131вiд24.11.21р;втч ПДВ-1418,70."
"КУ""ЦФГДЗУСО Приморського р-у м.Одеси""",40703130,1000,"ТОВ""НВК""Укрекопром""",39624900,2021-11-22,"0611022;2240;ч.о.за посл.зi збирання,перевез.,оброб.,знешкодж.,видал. клин.та подiбн.їм вiдход.;а.н.п№4466 19.11.21р.д.№3590 01.02.21р.; в т.ч. ПДВ-166,67"
"КУ""ЦФГДЗУСО Приморського р-у м.Одеси""",40703130,200,"ТОВ""НВК""Укрекопром""",39624900,2021-11-22,"0611026;2240;ч.о.за посл.зi збирання,перевез.,оброб.,знешкодж.,видал. клин.та подiбн.їм вiдход.;а.н.п№4466 19.11.21р.д.№3590 01.02.21р.; в т.ч. ПДВ-33,33"
"КУ""ЦФГДЗУСО Приморського р-у м.Одеси""",40703130,1000,"ТОВ""НВК""Укрекопром""",39624900,2021-11-22,"0611070;2240;к.о.за посл.зi збирання,перевез.,оброб.,знешкодж.,видал. клин.та подiбн.їм вiдход.;а.н.п№4466 19.11.21р.д.№3590 01.02.21р.; в т.ч. ПДВ-166,67"
"ДУ ""ІНСТИТУТ УРОЛОГІЇ НАМН""",02011918,5418,"ТОВ""НВК ""Укрекопром""",39624900,2021-11-09,"6561060;2240; Послуги на перевез.та утил.біолог.відходів шляхом спалюв-ння.;Дог.№ 0106/21 від 01.06.2021р.; Акт.№6222 від 03.11.2021р.;в.т.ч. ПДВ-903,00"
Державний архів Сумської області,03494403,2988,"ТОВ ""НВК ""Укрекопром""",39624900,2021-11-18,"7881010;2240;Опл.за посл. iз органiзацiї утилiзацiї вiдпрац.люмiнiсцент.ламп.;зг. акту №6836 вiд 17.11.21р., договiр №5168 вiд 25.10.21; в т.ч.ПДВ-498.00грн.."
"КУ""ЦФГДЗУСО Приморського р-у м.Одеси""",40703130,800,"ТОВ""НВК""Укрекопром""",39624900,2021-11-22,"0611010;2240;ч.о.за посл.зi збирання,перевез.,оброб.,знешкодж.,видал. клин.та подiбн.їм вiдход.;а.н.п№4466 19.11.21р.д.№3590 01.02.21р.; в т.ч. ПДВ-133,33"
"КУ""ЦФГДЗУСО Приморського р-у м.Одеси""",40703130,15000,"ТОВ""НВК""Укрекопром""",39624900,2021-11-22,"0611021;2240;ч.о.за посл.зi збирання,перевез.,оброб.,знешкодж.,видал. клин.та подiбн.їм вiдход.;а.н.п№4466 19.11.21р.д.№3590 01.02.21р.; в т.ч. ПДВ-2500,00"
В/ч А2923,14303595,3861,"ТОВ ""НВК  ""УКРЕКОПРОМ""",39624900,2021-11-30,"2101020;2240;послуги із збирання, зберігання, перевезення та оброб. небезпечних відходів (мед. та біолог.) 120/24;акт №6894 від 26.11.21 та дог. №43/21 від 09.0"
В/ч А1603,07686118,141120,"ТОВ""Науково-виробнича компанiя""УКРЕКОП",39624900,2021-11-08,"2101210;2260;опл.за послуги з перевез,зберiгання,знищення,вiдход.(IПП-8) зг.акта надання послуг №5530 вiд 29.10.2021р.Дог.№1 вiд 09.09.2021р. ПДВ -23520,00грн."
"НВМКЦ ""ГВКГ""",07773293,84360,"ТзОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-12,"2101020;2240;Опл.за посл.iз утилiзацiї;договiр 171 вiд 17.09.21р.; акт над.посл. 6058 вiд 10.11.21р.; в т.ч.ПДВ 14060,00грн."
ВМКЦ ДПСУ м.Одеса,14321920,3607.5,"ТОВ "" Науково-вироб комп ""Укрекопром""",39624900,2021-11-22,"1002030;2240;Послуги з поводження з безпеч. та небезпеч відходами ;Акт  11/18.11.2021 Дог. 4178/31.05.2021 ДУ1/20.07.21;В т.ч. ПДВ 601,25."
"КУ ""ОІРЦ № 7""",43129889,530,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-30,"0611151;2240; спл.за пос зi зб, об, зн, вид та пер.клiнiч.вiдх за 10.21р; дог на над посл з пов з вiд№ 3695/19.02.21р.,акт над. посл №3976/26.11.21 р.;ПДВ88,33."
Школа № 263 імені Євгена Коновальця,03599026,5148,"ТОВ ""НВК""Укрекопром""",39624900,2021-11-08,"4211021;2240;послуга утилiзацiя ламп зг.;дог.№5110вiд20.10.2021,акт№6005 вiд21.10.2021р;в т.ч. ПДВ-858,00"
"КНП ""КМЦК""",42427142,1053,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-22,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 13.04.2021 №13.1/04.21,а.н.п.від 11.11.2021 №6434; в т.ч.ПДВ 175,50."
59 БО,09716585,1260,"ТОВ ""НВК ""Укрекопром""",39624900,2021-11-29,"2101020;2240;послуги з органiзацiї утилiзацiї люмiнесцентних ламп  ;Дог.5174 вiд25.11.21р. акт надання послуг№6974вiд26.11.21р.;ПДВ-210,00."
"КНП ""КМЦК""",42427142,800,"ТОВ ""НВК""УКРЕКОПРОМ""",39624900,2021-11-30,"0712060; 2610; ;Опл. за  послуги перевезення та знишення біовідходів; дог.від 19.07.2021 №19/07,а.н.п.від 25.11.2021 №6810; в т.ч.ПДВ 133,33."
