payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
"ОКП ""Миколаївоблтеплоенерго""",31319242,247826.22,"ПАТ ""МИКОЛАЇВОБЛЕНЕРГО""",23399393,2018-08-28,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.08.xxxxр. за фак.над.пос.за ел.ен.;з дог.№46/69 від 13.11.xxxxр;у т.ч. ПДВ-xxxx,37грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,374200.93,"ПАТ ""МИКОЛАЇВОБЛЕНЕРГО""",23399393,2018-09-28,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.08.xxxxр. за фак.над.пос.за ел.ен.; з дог.№46/69 від 13.11.xxxxр;у т.ч. ПДВ-xxxx,82грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,35089.4,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО, ОБЛАСНЕ КОМУНА",31319242,2018-11-07,1216012;2610;заробітна плата працівників за жовтень 2018р;зг.ріш.Мик.Міс.ради № 41/72 від 05.10.2018.
"ОКП ""Миколаївоблтеплоенерго""",31319242,85544.68,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО, ОБЛАСНЕ КОМУНА",31319242,2018-11-01,"1216012;2610;заробітна плата працівників за серпень,вересень,жовтень 2018р.;зг.ріш.Мик.Міс.ради № 41/72 від 05.10.2018."
"ОКП ""Миколаївоблтеплоенерго""",31319242,429589.25,"ПАТ ""МИКОЛАЇВОБЛЕНЕРГО""",23399393,2018-10-29,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.10.xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 13.11.xxxxр;у т.ч. ПДВ-xxxx,21грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,2609965.44,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО,ОБЛАСНЕ КОМУНА",31319242,2018-11-07,1216012;2610;заробітна плата працівників за жовтень 2018р;зг.ріш.Мик.Міс.ради № 41/72 від 05.10.2018.
"ОКП ""Миколаївоблтеплоенерго""",31319242,6602611.67,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО, ОБЛАСНЕ КОМУНА",31319242,2018-11-01,"1216012;2610;заробітна плата працівників за серпень,вересень,жовтень 2018р.;зг.ріш.Мик.міс.ради №41/72 від 05.10.2018."
"ОКП ""Миколаївоблтеплоенерго""",31319242,4300000,ДПІ в Ленінському р-ні м.Миколаєва 22,39549880,2018-10-31,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-4300000,00 борг з ЄСВ22% за 2018р.зг.ріш.Мик.міс.ради№39/67 від 20.06.2018,№41/72 від 05.10.2018.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,714334.05,ДПІ в Ленінському р-ні м.Миколаєва 22,39549880,2018-11-07,"*;101;31319242;КПКВКМБ1216012КЕКВ2610-714334,05 ЄСВ22% з з/пл за жовтень 2018р.зг.ріш.Мик.міс.ради№39/67 від 20.06.2018,№41/72 від 05.10.2018.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,10794826.68,УК у м.Миколаїв Ленінськ.р-н/11010100,37992781,2018-10-31,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-10794826,68 борг з ПДФО за 2017-2018рр.зг.ріш.Мик.міс.ради №41/72 від 05.10.2018.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,500000,"ОКП ""Миколаївоблтеплоенерго""",31319242,2018-10-31,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-500000,00 борг з ПДВ за лютий 2017р.зг.ріш.Мик.міс.ради №41/72 від 05.10.18.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,480466.1,УК у м.Миколаїв Ленінськ.р-н/11010100,37992781,2018-11-07,"*;101;31319242;КПКВКМБ1216012КЕКВ2610-480466,10 ПДФО з з/пл за жовтень 2018р.зг.ріш.Мик.міс.ради №41/72 від 05.10.2018.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,355600.77,УК ум.Миколаєві Ленінськ. р-н 11011000,37992781,2018-11-07,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-355600,77 борг з військ.збору за 2018р.зг.ріш.Мик.міської ради №41/72 від 05.10.2018р.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,8129298,"ОКП ""Миколаївоблтеплоенерго""",31319242,2018-11-06,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-8129298,00 борг з ПДВ за 2017-2018рр.зг.ріш.Мик.міс.ради №41/72 від 05.10.18.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,340000,УК ум.Миколаєві Ленінськ. р-н 11011000,37992781,2018-11-01,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-340000,00 борг з військ.збору за 2018р.зг.ріш.Мик.міської ради №41/72 від 05.10.2018р.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,35089.4,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО, ОБЛАСНЕ КОМУНА",31319242,2018-11-07,1216012;2610;заробітна плата працівників за жовтень 2018р;зг.ріш.Мик.Міс.ради № 41/72 від 05.10.2018.
"ОКП ""Миколаївоблтеплоенерго""",31319242,2609965.44,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО,ОБЛАСНЕ КОМУНА",31319242,2018-11-07,1216012;2610;заробітна плата працівників за жовтень 2018р;зг.ріш.Мик.Міс.ради № 41/72 від 05.10.2018.
"ОКП ""Миколаївоблтеплоенерго""",31319242,52263.21,"МИКОЛАЇВОБЛТЕПЛОЕНЕРГО, ОБЛАСНЕ КОМУНА",31319242,2018-12-05,1216012;2610;заробітна плата працівників за листопад 2018р;зг.ріш.Мик.Міс.ради № 41/72 від 05.10.2018.
"ОКП ""Миколаївоблтеплоенерго""",31319242,1710972,"НАК ""Нафтогаз України""",20077720,2018-11-22,"За прир.газ спож.в xxxx;пост.КМУ №110 від 14.02.18,д.№xxxx/16-БО-22 від 15.12.xxxxр,д.про орган.взаємор.№56/110 від 12.10.18;у т.ч.ПДВ-xxxx,00грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,351543,"НАК ""Нафтогаз України""",20077720,2018-11-22,"За прир.газ спож.в xxxx;пост.КМУ №110 від 14.02.18,д.№xxxx/xxxx-ТЕ-22 від 12.10.xxxxр,д.про орган.взаємор.№52/110 від 12.10.18;у т.ч.ПДВ-xxxx,50 грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3064085,"НАК ""Нафтогаз України""",20077720,2018-11-22,"За прир.газ спож.в xxxx;пост.КМУ №110 від 14.02.18,д.№xxxx/16-БО-22 від 15.12.xxxxр,д.про орган.взаємор.№55/110 від 12.10.18;у т.ч.ПДВ-xxxx,83грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,714334.05,ДПІ в Ленінському р-ні м.Миколаєва 22,39549880,2018-11-07,"*;101;31319242;КПКВКМБ1216012КЕКВ2610-714334,05 ЄСВ22% з з/пл за жовтень 2018р.зг.ріш.Мик.міс.ради№39/67 від 20.06.2018,№41/72 від 05.10.2018.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,480466.1,УК у м.Миколаїв Ленінськ.р-н/11010100,37992781,2018-11-07,"*;101;31319242;КПКВКМБ1216012КЕКВ2610-480466,10 ПДФО з з/пл за жовтень 2018р.зг.ріш.Мик.міс.ради №41/72 від 05.10.2018.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,355600.77,УК ум.Миколаєві Ленінськ. р-н 11011000,37992781,2018-11-07,"*;140;31319242;КПКВКМБ1216012КЕКВ2610-355600,77 борг з військ.збору за 2018р.зг.ріш.Мик.міської ради №41/72 від 05.10.2018р.;;;"
"ОКП ""Миколаївоблтеплоенерго""",31319242,112779.93,"ПАТ ""МИКОЛАЇВОБЛЕНЕРГО""",23399393,2018-12-26,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.12.xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 13.11.xxxxр;у т.ч. ПДВ-xxxx,66грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3000000,"ПАТ ""Миколаївгаз""",05410263,2018-12-22,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.12.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,00грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3212791.28,"ПАТ ""МИКОЛАЇВОБЛЕНЕРГО""",23399393,2019-01-29,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.01.xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 13.11.xxxxр;у т.ч. ПДВ-xxxx,21грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,4200000,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-01-30,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за січень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69/1 від 02.01.xxxxр;у т.ч. ПДВ-xxxx,00грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,1800000,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-01-30,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за січень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 02.01.xxxxр;у т.ч. ПДВ-xxxx,00грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,1800000,"ТОВ ""Мико.електропостачальна компанія""",42129888,2019-01-29,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за січень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 02.01.xxxxр;у т.ч. ПДВ-xxxx,00грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,4200000,"ТОВ ""Мико.електропостачальна компанія""",42129888,2019-01-29,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за січень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69/1 від 02.01.xxxxр;у т.ч. ПДВ-xxxx,00грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,71964.27,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-02-28,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за січень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 02.01.xxxxр;у т.ч. ПДВ-xxxx,05грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3150947.37,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-02-28,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за лютий xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 30.01.xxxxр;у т.ч. ПДВ-xxxx,90грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3626594,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-02-28,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за лютий xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69/1 від 30.01.xxxxр;у т.ч. ПДВ-xxxx,33грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,23268.89,"ПАТ ""УКРТРАНСГАЗ""",41635376,2019-02-27,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.02.xxxxр. за транспортування природ. газу;зг.з д.№xxxx/Тxxxx-xxxx від 01.04.xxxxр;у т.ч. ПДВ-xxxx,15грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,1700000,"ПАТ ""Миколаївгаз""",05410263,2019-02-27,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.02.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,33грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,2976661.73,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-03-29,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за березень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69/1 від 01.03.xxxxр;у т.ч. ПДВ-xxxx,29грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,710032.42,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-03-27,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за березень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69/1 від 01.03.xxxxр;у т.ч. ПДВ-xxxx,74грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3224358.57,"ТОВ ""Мик.електропостачальна компія""",42129888,2019-03-27,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.за березень xxxxр. за фак.над.пос.за ел.ен; з дог.№46/69 від 01.03.xxxxр;у т.ч. ПДВ-xxxx,09грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3224865.69,"ПАТ ""Миколаївгаз""",05410263,2019-03-28,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.03.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,61грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3017001,"ПАТ ""Миколаївгаз""",05410263,2019-04-25,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.04.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,50грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,288516.19,"ПАТ ""Миколаївгаз""",05410263,2019-04-25,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.04.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,04грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,3500843.37,"ПАТ ""Миколаївгаз""",05410263,2019-05-30,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.05.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.;у т.ч. ПДВ-xxxx.90грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,1078000,"ПАТ""Миколаївгаз""",05410263,2019-06-26,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.05.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,67грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,10791.52,"ПАТ""Укртрансгаз""",41635376,2019-06-19,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.02.xxxxр. за транспортування природ. газу;зг.з д.№xxxx/Тxxxx-xxxx від 01.04.xxxxр;у т.ч. ПДВ-xxxx,59грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,73881.16,"ПАТ""Миколаївгаз""",05410263,2019-06-19,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.05.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-xxxx,53грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,2332.02,"ПАТ""Миколаївгаз""",05410263,2019-07-30,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.05.xxxxр. за фак.над.пос.за газ; з дог.№xxxxV6QST016 від 01.01.xxxxр.у т.ч. ПДВ-388,67грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,10791.52,Департамент ПСЗН,03194499,2019-08-07,"Перерахування помилково зарахованних коштів, згідно виписки від 12.06.xxxx та документа  № xxxx."
"ОКП ""Миколаївоблтеплоенерго""",31319242,10791.52,"ПАТ""Укртрансгаз""",41635376,2019-08-14,"Пост.КМУ від 04.03.xxxx № 256, для пог.заб.на 01.02.xxxxр. за транспортування природ. газу;зг.з д.№xxxx/Тxxxx-xxxx від 01.04.xxxxр;у т.ч. ПДВ-xxxx,59грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,83145856.66,"НАК ""Нафтогаз України""",20077720,2021-12-24,"Погаш.заб. за прир. газ станом на 01.06.21;зг. д-12.09.xxxx №xxxx/xxxx-ТЕ-22, ПКМУ-15.12.21 № xxxx,д-22.12.21 №77/xxxx;в т.ч.ПДВ-xxxx,78грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,83442115.4,"НАК ""Нафтогаз України""",20077720,2021-12-24,"Погаш.заб. за прир. газ станом на 01.06.21;зг. д-04.10.xxxx №xxxx/18-ТЕ-22, ПКМУ-15.12.21 № xxxx,д-22.12.21 №91/xxxx;в т.ч.ПДВ-xxxx,23грн."
"ОКП ""Миколаївоблтеплоенерго""",31319242,98273115.94,"НАК ""Нафтогаз України""",20077720,2021-12-24,"Погаш.заб. за прир. газ станом на 01.06.21;зг. д-25.09.xxxx №20/21-xxxx-ТЕ-22, ПКМУ-15.12.21 № xxxx,д-22.12.21 №68/xxxx;в т.ч.ПДВ-xxxx,66грн."
