payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Адміністрація Заводського району,05410599,266678.46,"ТОВ ""Карс Клінінг""",37758876,2017-06-27,"9016060; 2240; за мех.вакуумне прибир.доріг у 06.17р; зг.акт.пр.-пер.в/р №11/21.06.17, рах.№62/21.06.17р., дог.23/01.03.17р; Утр.ПДВ-44446,41грн."
Адміністрація Заводського району,05410599,184834.86,"ТОВ ""Карс Клінінг""",37758876,2017-06-27,"9016060; 2240; за мех.вакуумне прибир.доріг у 06.17р; зг.акт.пр.-пер.в/р №12/21.06.17, рах.№63/21.06.17р., дог.23/01.03.17р; Утр.ПДВ-30805,81грн."
Адміністрація Центрального району,05410576,100835.08,"ТОВ""Карс Клінінг""",37758876,2017-06-27,"9316120;2240;опл.за лікв.несанк.звалищ ручн.і мех.спос.за 06.17р;згД.100в.03.05.17р.д.у.1в.15.05.17 та р.60 акт03в.22.06.17р.;ПДВ-16805,85грн."
Адміністрація Корабельного району,05410607,52100.36,ТОВ КАРС КЛІНІНГ,37758876,2017-06-29,"9116060;2240;Опл.за механізоване вакуумне прибиранняу05.17;дог.15 22.02.17д.у.1 31.05.17рах.65 22.06.17акт3 22.06.17;ПДВ-8683,39."
Адміністрація Центрального району,05410576,180002,"ТОВ""Карс Клінінг""",37758876,2017-07-27,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 07.17р.;зг.д.101в.07.05.17р.та рах.80, акт12в.21.07.17р.;ПДВ-30000.33грн."
Адміністрація Інгульського району,05410582,300264.35,"ТОВ ""Карс Клінінг""",37758876,2017-07-21,"9216060;2240;за посл.забезп.механіз.вак.та вол.приб.доріг з 21.06. по 10.07.17; рах.77,акт 8 від 17.07.17,Д.4 від 15.08.16, д/у 2/31.12.16; ПДВ 50044,06."
Адміністрація Корабельного району,05410607,36942.68,ТОВ КАРС КЛІНІНГ,37758876,2017-07-13,"9116060;2240;Опл.за вологе прибирання у06.17;дог.15 22.02.17рах.67 04.07.17акт5 04.07.17;ПДВ-6157,11."
Адміністрація Центрального району,05410576,1158106.59,"ТОВ""Карс Клінінг""",37758876,2017-07-27,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 07.17р.;зг.д.101в.07.05.17р.та рах.79, акт11в.21.07.17р.;ПДВ-193017.77грн."
Адміністрація Заводського району,05410599,126004.64,"ТОВ ""Карс Клінінг""",37758876,2017-07-12,"9016060; 2240; за мех.вакуумне прибир.доріг у 06.17р; зг.акт.пр.-пер.в/р №14/07.07.17, рах.№71/07.07.17, дог.23/01.03.17; Утр.ПДВ-21000,77грн."
Адміністрація Заводського району,05410599,225180.28,"ТОВ ""Карс Клінінг""",37758876,2017-07-12,"9016060; 2240; за мех.вакуумне прибир.доріг у 06.17р; зг.акт.пр.-пер.в/р №13/07.07.17, рах.№70/07.07.17, дог.23/01.03.17; Утр.ПДВ-37530,05грн."
Адміністрація Корабельного району,05410607,55288.21,ТОВ КАРС КЛІНІНГ,37758876,2017-07-07,"9116060;2240;Опл.за мех.вак.прибирання у06.17;дог.15 22.02.17рах.66 04.07.17акт4 04.07.17;ПДВ-9214,70."
Адміністрація Центрального району,05410576,139438.4,"ТОВ""Карс Клінінг""",37758876,2017-07-28,"9316120;2240;опл.за лікв.несанк.звалищ ручн.і мех.спос.за 07.17р;згД.100в.03.05.17р.д.у.1в.15.05.17 та р.78 акт05в.21.07.17р.;ПДВ-23239,73грн."
Адміністрація Центрального району,05410576,71649.27,"ТОВ""Карс Клінінг""",37758876,2017-07-11,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 06.17р.;зг.д.101в.07.05.17р.та рах.74, акт08в.06.07.17р.;ПДВ-11941.55грн."
Адміністрація Центрального району,05410576,10373.2,"ТОВ""Карс Клінінг""",37758876,2017-07-11,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 06.17р.;зг.д.101в.07.05.17р.та рах.75, акт09в.06.07.17р.;ПДВ-1728,87грн."
Адміністрація Центрального району,05410576,14394.86,"ТОВ""Карс Клінінг""",37758876,2017-07-11,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 06.17р.;зг.д.101в.07.05.17р.та рах.76, акт№10в06.07.17р.;ПДВ-2399.14грн."
Адміністрація Центрального району,05410576,847514.21,"ТОВ""Карс Клінінг""",37758876,2017-07-11,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 06.17р.;зг.д.101в.07.05.17р.та рах.73, акт07в.06.07.17р.;ПДВ-141252.37грн."
Адміністрація Центрального району,05410576,87646.88,"ТОВ""Карс Клінінг""",37758876,2017-07-11,"9316120;2240;опл.за лікв.несанк.звалищ ручн.і мех.спос.за 06.17р;згД.100в.03.05.17р.д.у.1в.15.05.17 та р.72 акт04в.06.07.17р.;ПДВ-14607,81грн."
Адміністрація Корабельного району,05410607,50118.67,ТОВ КАРС КЛІНІНГ,37758876,2017-08-16,"9116060;2240;Опл. за вологе прибирання у08.17;д.15 22.02.17рах.89 03.08.17акт6 03.08.17;ПДВ-8353,11."
Адміністрація Заводського району,05410599,150153.39,"ТОВ ""Карс Клінінг""",37758876,2017-08-22,"9016060; 2240; за мех.вакуумне прибир.доріг у 07.17р; зг.акт.пр.-пер.в/р №16/15.08.17, рах.№82/15.08.17, дог.23/01.03.17; Утр.ПДВ-25025,57грн."
Адміністрація Заводського району,05410599,39249.65,"ТОВ ""Карс Клінінг""",37758876,2017-08-22,"9016060; 2240; за мех.вакуумне прибир.доріг у 07.17р; зг.акт.пр.-пер.в/р №17/15.08.17, рах.№83/15.08.17, дог.23/01.03.17; Утр.ПДВ-6541,61грн."
Адміністрація Заводського району,05410599,115299.81,"ТОВ ""Карс Клінінг""",37758876,2017-08-22,"9016060; 2240; за мех.вакуумне прибир.доріг у 07.17р; зг.акт.пр.-пер.в/р №15/15.08.17, рах.№81/15.08.17, дог.23/01.03.17; Утр.ПДВ-19216,64грн."
Адміністрація Заводського району,05410599,69385.28,"ТОВ ""Карс Клінінг""",37758876,2017-08-22,"9016060; 2240; за мех.вакуумне прибир.доріг у 07.17р; зг.акт.пр.-пер.в/р №18/15.08.17, рах.№84/15.08.17, дог.23/01.03.17; Утр.ПДВ-11564,21грн."
Адміністрація Заводського району,05410599,186642.19,"ТОВ ""Карс Клінінг""",37758876,2017-08-31,"9016060; 2240; за мех.вакуумне прибир.доріг у 08.17р; зг.акт.пр.-пер.в/р №20/28.08.17, рах.№98/28.08.17, дог.23/01.03.17; Утр.ПДВ-186642,19грн."
Адміністрація Інгульського району,05410582,344948.96,"ТОВ ""Карс Клінінг""",37758876,2017-08-31,"9216060;2240; за вологе приб.проїжджої част. доріг мех.способом з 01.08.17 по 20.08.17;рах.96/22.08.17, акт 2/22.08.17,Д.118/27.06.17;ПДВ 57491,49 ."
Адміністрація Центрального району,05410576,1135334.54,"ТОВ""Карс Клінінг""",37758876,2017-08-31,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 08.17р.;зг.д.101в.07.05.17р.та рах.95, акт16в.23.08.17р.;ПДВ-189222.42грн."
Адміністрація Центрального району,05410576,112478.47,"ТОВ""Карс Клінінг""",37758876,2017-08-08,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 07.17р.;зг.д.101в.07.05.17р.та рах.86, акт14в.02.08.17р.;ПДВ-18746.41грн."
Адміністрація Центрального району,05410576,639044.21,"ТОВ""Карс Клінінг""",37758876,2017-08-08,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 07.17р.;зг.д.101в.07.05.17р.та рах.85, акт13в.02.08.17р.;ПДВ-106507.37грн."
Адміністрація Центрального району,05410576,92603.3,"ТОВ""Карс Клінінг""",37758876,2017-08-08,"9316120;2240;опл.за лікв.несанк.звалищ ручн.і мех.спос.за 07.17р;згД.100в.03.05.17р.д.у.1в.15.05.17 та р.87 акт06в.02.08.17р.;ПДВ-15433,88грн."
Центральне відд. УВД ФССУ в Микол.обл.,41416852,3816.18,"ТОВ ""КАРС КЛІНІНГ""",37758876,2017-08-14,;;Перерах. кошт. для надан. застрах. особ. матер. забезп. по ТВП; зг. з заявою-розрах. №07/08 від 07.08.17; Без ПДВ.
Адміністрація Корабельного району,05410607,36858.8,ТОВ КАРС КЛІНІНГ,37758876,2017-08-14,"9116060;2240;Опл.за механіз.вак.прибирання у07.17;д.15 22.02.17рах.90 07.08.17акт7 07.08.17;ПДВ-6143,14."
Центральне відд. УВД ФССУ в Микол.обл.,41416852,1843.2,"ТОВ ""КАРС КЛІНІНГ""",37758876,2017-08-23,";;Перерах. кошт. для надан. застрах. особ. матер. забезп. по ТВП, зг. ЕР 24, ЗР 24, КЕКВ xxxx; зг. з заявою-розрах. №18 від 18.08.17; Без ПДВ."
Адміністрація Інгульського району,05410582,52056.56,"ТОВ ""Карс Клінінг""",37758876,2017-08-23,"9216060;2240;за посл.забезп.механіз.вак.та вол.приб.доріг з 22.07. по 31.07.17; рах.88,акт 1 від 10.08.17,Д.118 від 27.06.17, ; ПДВ 8676,09."
Адміністрація Центрального району,05410576,108150.18,"ТОВ""Карс Клінінг""",37758876,2017-08-30,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 08.17р.;зг.д.101в.07.05.17р.та рах.94, акт15в.23.08.17р.;ПДВ-18025.03грн."
Адміністрація Центрального району,05410576,176193.82,"ТОВ""Карс Клінінг""",37758876,2017-08-30,"9316120;2240;опл.за лікв.несанк.звалищ ручн.і мех.спос.за 08.17р;згД.100в.03.05.17р.д.у.1в.15.05.17 та р.93 акт07в.22.08.17р.;ПДВ-29365,64грн."
Центральне відд. УВД ФССУ в Микол.обл.,41416852,1843.2,"ТОВ ""КАРС КЛІНІНГ""",37758876,2017-09-12,";;Перерах. кошт. для надан. застрах. особ. матер. забезп. по ТВП, зг. ЕР 09, ЗР 9, КЕКВ xxxx; зг. з заявою-розрах. №01 від 05.09.17; Без ПДВ."
Адміністрація Заводського району,05410599,134427.92,"ТОВ ""Карс Клінінг""",37758876,2017-09-19,"9016060; 2240; за мех.вакуумне прибир.доріг у 08.17р; зг.акт.пр.-пер.в/р №21/11.09.17, рах.№99/11.09.17, дог.23/01.03.17; Утр.ПДВ-22404,65грн."
Адміністрація Центрального району,05410576,636169.51,"ТОВ""Карс Клінінг""",37758876,2017-09-07,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 08.17р.;зг.д.101в.07.05.17р.та рах.102, акт18в.04.09.17р.;ПДВ-106028.25грн."
Адміністрація Інгульського району,05410582,216409.92,"ТОВ ""Карс Клінінг""",37758876,2017-09-19,"9216060;2240;за посл. вол. приб.проїжд.част.доріг мех. способ. з 21.08.17 по 31.08.17; р.103/11.09.17,акт 3/11.09.17,Д.118/27.06.17; ПДВ 36068,32."
Адміністрація Центрального району,05410576,63676.28,"ТОВ""Карс Клінінг""",37758876,2017-09-08,"9316060;2240;опл.за мех.вак.та вол.приб.доріг у 08.17р.;зг.д.101в.07.05.17р.та рах.101, акт17в.04.09.17р.;ПДВ-10612.71грн."
Адміністрація Корабельного району,05410607,73717.62,ТОВ КАРС КЛІНІНГ,37758876,2017-09-07,"9116060;2240;Опл.за механізоване вакуумне прибирання у07.17;д.15 22.02.17рах.91 01.09.17акт8 01.09.17;ПДВ-12286,27."
Адміністрація Заводського району,05410599,115335.47,"ТОВ ""Карс Клінінг""",37758876,2017-09-07,"9016060; 2240; за мех. прибир.доріг у 08.17р; зг.акт.пр.-пер.в/р №19/28.08.17, рах.№97/28.08.17, дог.23/01.03.17; Утр.ПДВ-19222,58грн."
Адміністрація Центрального району,05410576,92255.9,"ТОВ""Карс Клінінг""",37758876,2017-09-22,"9316120;2240;опл.за лікв.несанк.звалищ ручн.і мех.спос.за 08.17р;згД.100в.03.05.17р.д.у.1в.15.05.17 та р.104 акт08в.19.09.17р.;ПДВ-15375,98грн."
