payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Департамент ЖКГ,03365707,203842.51,"ТОВ ""УКРБІОРОСТ""",36954586,2021-09-28,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 09.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№11,а№11/358в.20.09.21;ПДВ 33973,75."
Департамент ЖКГ,03365707,156364.7,"ТОВ ""УКРБІОРОСТ""",36954586,2021-09-28,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 09.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№10,а№10/358в.20.09.21;ПДВ 26060,78."
Департамент ЖКГ,03365707,325824,"ТОВ ""УКРБІОРОСТ""",36954586,2021-09-09,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 08.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№9,а№09/358 в.06.09.21;ПДВ 54304,00."
Департамент ЖКГ,03365707,408987.71,"ТОВ ""УКРБІОРОСТ""",36954586,2021-09-09,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 08.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№8,а№08/358 в.06.09.21;ПДВ 68164,62."
Департамент ЖКГ,03365707,195827.46,"ТОВ ""УКРБІОРОСТ""",36954586,2021-09-30,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 09.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№13,а№13/358в.22.09.21;ПДВ 32637,91."
Департамент ЖКГ,03365707,247452.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-09-30,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 09.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№14,а№14/358в.23.09.21;ПДВ 41242,13"
Департамент ЖКГ,03365707,291595.27,"ТОВ ""УКРБІОРОСТ""",36954586,2021-10-19,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 09.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№15,а.№15/358 в.08.10.21;ПДВ48599,21."
Департамент ЖКГ,03365707,272144.76,"ТОВ ""УКРБІОРОСТ""",36954586,2021-10-19,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 09.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№12,а.№12/358 в.08.10.21;ПДВ45357,46."
Департамент ЖКГ,03365707,423090.03,"ТОВ ""УКРБІОРОСТ""",36954586,2021-10-28,"1216030;2240;опл.лісозагот.пос.-пос.з видал.,обріз.дер.та корч.пнів на тер.м.Мик.за 10.21;Д.358 в.06.07.21,ДУ1в.06.07.21,р.№16,а.№16/358 в.20.10.21;ПДВ70515,00."
Департамент ЖКГ,03365707,744180,"ТОВ ""УКРБІОРОСТ""",36954586,2021-11-23,"1216030;2240; за посл.з видал.дер. та корч.пнів на тер.м.Мик.за 11.21;Д.626від21.10.21ду1від21.10.21 рах.01 акт 01/626 від 16.11.21;ПДВ121030,00."
Департамент ЖКГ,03365707,747408,"ТОВ ""УКРБІОРОСТ""",36954586,2021-11-23,"1216030;2240; за посл.з видал.дер. та корч.пнів на тер.м.Мик.за 11.21;Д.626від21.10.21ду1від21.10.21 рах.02 акт 02/626 від 16.11.21;ПДВ124568,00."
Департамент ЖКГ,03365707,1169172,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-22,"1216030;2240;опл.пос.з видал.дерев та корч.пнів на тер.м.Мик.за 12.2021;Дог.№626 від 21.10.2021,ДУ1 від 21.10.21,рах.№3,акт№03/626 від 16.12.2021;ПДВ 194862,00."
Департамент ЖКГ,03365707,726240,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-22,"1216030;2240;опл.пос.з видал.дерев та корч.пнів на тер.м.Мик.за 12.2021;Дог.№626 від 21.10.2021,ДУ1 від 21.10.21,рах.№4,акт№04/626 від 16.12.2021;ПДВ 121040,00."
Департамент ЖКГ,03365707,743311.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№2,акт№2/808 від 22.12.2021;ПДВ 123885,30."
Департамент ЖКГ,03365707,152113.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№1,акт№1/808 від 21.12.2021;ПДВ 25352,30."
Департамент ЖКГ,03365707,1012574.4,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№3,акт№3/808 від 22.12.2021;ПДВ 168762,40."
