payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Адміністрація Заводського району,05410599,37720,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-08,"4016030;2240;за посл.з оз.тер.та утр.зел.насВидПорІзНавТаВивГілНаТерЗавР-ну м.М у08.21;акт№04/11/10/01.12.21р№04/01.12.21 д№юр/ТК10/31.05.21;ПДВ-6286,67."
ІРЦ №2,42308479,9000,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-21,"0611151;2240;Опл.за обрізку зелен.насаджень;зг.д.№10-12-21 від10.12.21,рах.№б/н від 13.12.21, акт№1від 13.12.21;в т.ч. ПДВ1500,00 грн."
Адміністрація Заводського району,05410599,215389.4,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-24,"4016030;2240;за посл.з оз.тер.та утр.зел.насВидПорІзНавТаВивГілНаТерЗавР-ну м.М у12.21;акт№05/12/10/10.12.21р№05/10.12.21 д№юр/ТК10/31.05.21;ПДВ-35898,23."
Адміністрація Центрального району,05410576,105474.17,"ТОВ""УКРБІОРОСТ""",36954586,2021-12-08,"4316030;2240;підріз.дер.і жив.огор.(посл.зі знес.та обріз.дерев);зг.дог.3в.27.01.21,д/у3-26.07.21,рах.,акт06/11/3в.01.12.21;ПДВ-20203,99."
Департамент ЖКГ,03365707,1169172,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-22,"1216030;2240;опл.пос.з видал.дерев та корч.пнів на тер.м.Мик.за 12.2021;Дог.№626 від 21.10.2021,ДУ1 від 21.10.21,рах.№3,акт№03/626 від 16.12.2021;ПДВ 194862,00."
Департамент ЖКГ,03365707,726240,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-22,"1216030;2240;опл.пос.з видал.дерев та корч.пнів на тер.м.Мик.за 12.2021;Дог.№626 від 21.10.2021,ДУ1 від 21.10.21,рах.№4,акт№04/626 від 16.12.2021;ПДВ 121040,00."
Адміністрація Корабельного району,05410607,57462.52,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"4116030;2240;за пос.з оз.тер.та утр.зел.нас.(знес.,фор.кр. та сан.об.дер.)у 12.21;д.204 26.01.21,д.у.1 26.01.21,р.б/н 23.12.21,а.08/12/204 23.12.21;ПДВ-9577,09."
Адміністрація Заводського району,05410599,85993.76,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"4016030;2240;за посл.з оз.тер.та утр.зел.нас.Знес.тв.та м’як.дер,ом.та сан.об.дер. у12.21;акт1/287/12/24.12.21р1/287/12/24.12.21д287/СЗ/23.12.21;ПДВ-15075,00."
Департамент ЖКГ,03365707,743311.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№2,акт№2/808 від 22.12.2021;ПДВ 123885,30."
Департамент ЖКГ,03365707,152113.8,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№1,акт№1/808 від 21.12.2021;ПДВ 25352,30."
Департамент ЖКГ,03365707,1012574.4,"ТОВ ""УКРБІОРОСТ""",36954586,2021-12-30,"1216030;2240;опл.посл.з видалення дерев та корчув.пнів на тер.м.Микол.за 12.2021;Дог.№808 від 14.12.2021,рах.№3,акт№3/808 від 22.12.2021;ПДВ 168762,40."
