payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Департамент ЖКГ,03365707,5094.24,"ТОВ ""Техно-дім груп""",35838404,2019-03-14,"1216030;2240;за посл.з прибир.трот.Південнобузького та Інгульського мостів в м.Микол. за 02.19;Д.20в24.01.19,рах.-фак.№СФ-2,а.н.п.№ОУ-2в07.03.19;БезПДВ."
Департамент ЖКГ,03365707,9166.5,"ТОВ ""Техно-дім груп""",35838404,2019-03-14,"1216030;2240;за посл.з прибир.трот.Південнобузького та Інгульського мостів в м.Микол. за 02.19;Д.20в24.01.19,рах.-фак.№СФ-3,а.н.п.№ОУ-3в07.03.19;БезПДВ."
Департамент ЖКГ,03365707,2522.42,"ТОВ ""Техно-дім груп""",35838404,2019-04-10,"1216030;2240;за посл.з приб.трот.Південнобузького та Інгульського мост.в м.Микол. за 03.19;Д.20в24.01.19,ДУ1в.01.03.19р.,р.-ф.№СФ-5,а.н.п.№ОУ-5в02.04.19;БезПДВ."
Департамент ЖКГ,03365707,4534.8,"ТОВ ""Техно-дім груп""",35838404,2019-04-10,"1216030;2240;за посл.з приб.трот.Південнобузького та Інгульського мост.в м.Микол. за 03.19;Д.20в24.01.19,ДУ1в.01.03.19р.,р.-ф.№СФ-6,а.н.п.№ОУ-6в02.04.19;БезПДВ."
Департамент ЖКГ,03365707,4631.7,"ТОВ ""Техно-дім груп""",35838404,2019-04-10,"1216030;2240;за посл.з приб.трот.Південнобузького та Інгульського мост.в м.Микол. за 03.19;Д.20в24.01.19,ДУ1в.01.03.19р.,р.-ф.№СФ-8,а.н.п.№ОУ-8в02.04.19;БезПДВ."
Департамент ЖКГ,03365707,2571.82,"ТОВ ""Техно-дім груп""",35838404,2019-04-10,"1216030;2240;за посл.з приб.трот.Південнобузького та Інгульського мост.в м.Микол. за 03.19;Д.20в24.01.19,ДУ1в.01.03.19р.,р.-ф.№СФ-7,а.н.п.№ОУ-7в02.04.19;БезПДВ."
Департамент ЖКГ,03365707,36745.06,"ТОВ ""Техно-дім груп""",35838404,2019-04-19,"1216030;2240;за посл.з озел.терит.та утрим.зелен.насадж.розташ.на терит.Інгул.рай.м.Миколаєва.за 02.19;Д.32в04.02.19,ДУ1в26.03.19р1/02,а.н.п.№1в12.04.19;БезПДВ."
Департамент ЖКГ,03365707,33345.15,"ТОВ ""Техно-дім груп""",35838404,2019-04-22,"1216030;2240;за посл.з озел.терит.та утрим.зелен.насадж.розташ.на терит.Інгул.рай.м.Миколаєва.за 03.19;Д.32в04.02.19,ДУ1в26.03.19р2/03,а.н.п.№3в12.04.19;БезПДВ."
Департамент ЖКГ,03365707,29927.09,"ТОВ ""Техно-дім груп""",35838404,2019-04-22,"1216030;2240;за посл.з озел.терит.та утрим.зелен.насадж.розташ.на терит.Інгул.рай.м.Миколаєва.за 03.19;Д.32в04.02.19,ДУ1в26.03.19р1/03,а.н.п.№2в12.04.19;БезПДВ."
Департамент ЖКГ,03365707,35082.68,"ТОВ ""Техно-дім груп""",35838404,2019-05-24,"1216030;2240;за посл.з озел.терит.та утрим.зел.насадж.розт.на тер.Інгул.рай.м.Микол.за 05.2019;Д.32в04.02.19,ДУ1в26.03.19,рах.7/32,а.н.п.№7/32в17.05.19;БезПДВ."
